[ -1  -1  -1  -1  -1  -2  -1 ]	29/-21
[ 1  1  1  1  1  1  2 ]	34/13
[ -1  -1  -1  -1  -1  -1  -2 ]	34/-13
[ 1  1  1  1  1  1  1  1  0 ]	21/34
[ -1  -1  -1  -1  -1  -1  -1  -1  0 ]	21/-34
[ 9 ]	9/1
[ -9 ]	9/-1
[ 8  1  0 ]	8/9
[ -8  -1  0 ]	8/-9
[ 7  2  0 ]	7/15
[ -7  -2  0 ]	7/-15
[ 7  1  1 ]	15/8
[ -7  -1  -1 ]	15/-8
[ 6  3  0 ]	6/19
[ -6  -3  0 ]	6/-19
[ 6  2  1 ]	19/13
[ -6  -2  -1 ]	19/-13
[ 6  1  2 ]	20/7
[ -6  -1  -2 ]	20/-7
[ 6  1  1  1  0 ]	13/20
[ -6  -1  -1  -1  0 ]	13/-20
[ 5  4  0 ]	5/21
[ -5  -4  0 ]	5/-21
[ 5  3  1 ]	21/16
[ -5  -3  -1 ]	21/-16
[ 5  2  2 ]	27/11
[ -5  -2  -2 ]	27/-11
[ 5  2  1  1  0 ]	16/27
[ -5  -2  -1  -1  0 ]	16/-27
[ 5  1  3 ]	23/6
[ -5  -1  -3 ]	23/-6
[ 5  1  2  1  0 ]	17/23
[ -5  -1  -2  -1  0 ]	17/-23
[ 5  1  1  2  0 ]	11/28
[ -5  -1  -1  -2  0 ]	11/-28
[ 5  1  1  1  1 ]	28/17
[ -5  -1  -1  -1  -1 ]	28/-17
[ 4  5  0 ]	4/21
[ -4  -5  0 ]	4/-21
[ 4  4  1 ]	21/17
[ -4  -4  -1 ]	21/-17
[ 4  3  2 ]	30/13
[ -4  -3  -2 ]	30/-13
[ 4  3  1  1  0 ]	17/30
[ -4  -3  -1  -1  0 ]	17/-30
[ 4  2  3 ]	31/9
[ -4  -2  -3 ]	31/-9
[ 4  2  2  1  0 ]	22/31
[ -4  -2  -2  -1  0 ]	22/-31
[ 4  2  1  2  0 ]	13/35
[ -4  -2  -1  -2  0 ]	13/-35
[ 4  2  1  1  1 ]	35/22
[ -4  -2  -1  -1  -1 ]	35/-22
[ 4  1  4 ]	24/5
[ -4  -1  -4 ]	24/-5
[ 4  1  3  1  0 ]	19/24
[ -4  -1  -3  -1  0 ]	19/-24
[ 4  1  2  2  0 ]	14/33
[ -4  -1  -2  -2  0 ]	14/-33
[ 4  1  2  1  1 ]	33/19
[ -4  -1  -2  -1  -1 ]	33/-19
[ 4  1  1  3  0 ]	9/32
[ -4  -1  -1  -3  0 ]	9/-32
[ 4  1  1  2  1 ]	32/23
[ -4  -1  -1  -2  -1 ]	32/-23
[ 4  1  1  1  2 ]	37/14
[ -4  -1  -1  -1  -2 ]	37/-14
[ 4  1  1  1  1  1  0 ]	23/37
[ -4  -1  -1  -1  -1  -1  0 ]	23/-37
[ 3  6  0 ]	3/19
[ -3  -6  0 ]	3/-19
[ 3  5  1 ]	19/16
[ -3  -5  -1 ]	19/-16
[ 3  4  2 ]	29/13
[ -3  -4  -2 ]	29/-13
[ 3  4  1  1  0 ]	16/29
[ -3  -4  -1  -1  0 ]	16/-29
[ 3  3  3 ]	33/10
[ -3  -3  -3 ]	33/-10
[ 3  3  2  1  0 ]	23/33
[ -3  -3  -2  -1  0 ]	23/-33
[ 3  3  1  2  0 ]	13/36
[ -3  -3  -1  -2  0 ]	13/-36
[ 3  3  1  1  1 ]	36/23
[ -3  -3  -1  -1  -1 ]	36/-23
[ 3  2  4 ]	31/7
[ -3  -2  -4 ]	31/-7
[ 3  2  3  1  0 ]	24/31
[ -3  -2  -3  -1  0 ]	24/-31
[ 3  2  2  2  0 ]	17/41
[ -3  -2  -2  -2  0 ]	17/-41
[ 3  2  2  1  1 ]	41/24
[ -3  -2  -2  -1  -1 ]	41/-24
[ 3  2  1  3  0 ]	10/37
[ -3  -2  -1  -3  0 ]	10/-37
[ 3  2  1  2  1 ]	37/27
[ -3  -2  -1  -2  -1 ]	37/-27
[ 3  2  1  1  2 ]	44/17
[ -3  -2  -1  -1  -2 ]	44/-17
[ 3  2  1  1  1  1  0 ]	27/44
[ -3  -2  -1  -1  -1  -1  0 ]	27/-44
[ 3  1  5 ]	23/4
[ -3  -1  -5 ]	23/-4
[ 3  1  4  1  0 ]	19/23
[ -3  -1  -4  -1  0 ]	19/-23
[ 3  1  3  2  0 ]	15/34
[ -3  -1  -3  -2  0 ]	15/-34
[ 3  1  3  1  1 ]	34/19
[ -3  -1  -3  -1  -1 ]	34/-19
[ 3  1  2  3  0 ]	11/37
[ -3  -1  -2  -3  0 ]	11/-37
[ 3  1  2  2  1 ]	37/26
[ -3  -1  -2  -2  -1 ]	37/-26
[ 3  1  2  1  2 ]	41/15
[ -3  -1  -2  -1  -2 ]	41/-15
[ 3  1  2  1  1  1  0 ]	26/41
[ -3  -1  -2  -1  -1  -1  0 ]	26/-41
[ 3  1  1  4  0 ]	7/32
[ -3  -1  -1  -4  0 ]	7/-32
[ 3  1  1  3  1 ]	32/25
[ -3  -1  -1  -3  -1 ]	32/-25
[ 3  1  1  2  2 ]	43/18
[ -3  -1  -1  -2  -2 ]	43/-18
[ 3  1  1  2  1  1  0 ]	25/43
[ -3  -1  -1  -2  -1  -1  0 ]	25/-43
[ 3  1  1  1  3 ]	40/11
[ -3  -1  -1  -1  -3 ]	40/-11
[ 3  1  1  1  2  1  0 ]	29/40
[ -3  -1  -1  -1  -2  -1  0 ]	29/-40
[ 3  1  1  1  1  2  0 ]	18/47
[ -3  -1  -1  -1  -1  -2  0 ]	18/-47
[ 3  1  1  1  1  1  1 ]	47/29
[ -3  -1  -1  -1  -1  -1  -1 ]	47/-29
[ 2  7  0 ]	2/15
[ -2  -7  0 ]	2/-15
[ 2  6  1 ]	15/13
[ -2  -6  -1 ]	15/-13
[ 2  5  2 ]	24/11
[ -2  -5  -2 ]	24/-11
[ 2  5  1  1  0 ]	13/24
[ -2  -5  -1  -1  0 ]	13/-24
[ 2  4  3 ]	29/9
[ -2  -4  -3 ]	29/-9
[ 2  4  2  1  0 ]	20/29
[ -2  -4  -2  -1  0 ]	20/-29
[ 2  4  1  2  0 ]	11/31
[ -2  -4  -1  -2  0 ]	11/-31
[ 2  4  1  1  1 ]	31/20
[ -2  -4  -1  -1  -1 ]	31/-20
[ 2  3  4 ]	30/7
[ -2  -3  -4 ]	30/-7
[ 2  3  3  1  0 ]	23/30
[ -2  -3  -3  -1  0 ]	23/-30
[ 2  3  2  2  0 ]	16/39
[ -2  -3  -2  -2  0 ]	16/-39
[ 2  3  2  1  1 ]	39/23
[ -2  -3  -2  -1  -1 ]	39/-23
[ 2  3  1  3  0 ]	9/34
[ -2  -3  -1  -3  0 ]	9/-34
[ 2  3  1  2  1 ]	34/25
[ -2  -3  -1  -2  -1 ]	34/-25
[ 2  3  1  1  2 ]	41/16
[ -2  -3  -1  -1  -2 ]	41/-16
[ 2  3  1  1  1  1  0 ]	25/41
[ -2  -3  -1  -1  -1  -1  0 ]	25/-41
[ 2  2  5 ]	27/5
[ -2  -2  -5 ]	27/-5
[ 2  2  4  1  0 ]	22/27
[ -2  -2  -4  -1  0 ]	22/-27
[ 2  2  3  2  0 ]	17/39
[ -2  -2  -3  -2  0 ]	17/-39
[ 2  2  3  1  1 ]	39/22
[ -2  -2  -3  -1  -1 ]	39/-22
[ 2  2  2  3  0 ]	12/41
[ -2  -2  -2  -3  0 ]	12/-41
[ 2  2  2  2  1 ]	41/29
[ -2  -2  -2  -2  -1 ]	41/-29
[ 2  2  2  1  2 ]	46/17
[ -2  -2  -2  -1  -2 ]	46/-17
[ 2  2  2  1  1  1  0 ]	29/46
[ -2  -2  -2  -1  -1  -1  0 ]	29/-46
[ 2  2  1  4  0 ]	7/33
[ -2  -2  -1  -4  0 ]	7/-33
[ 2  2  1  3  1 ]	33/26
[ -2  -2  -1  -3  -1 ]	33/-26
[ 2  2  1  2  2 ]	45/19
[ -2  -2  -1  -2  -2 ]	45/-19
[ 2  2  1  2  1  1  0 ]	26/45
[ -2  -2  -1  -2  -1  -1  0 ]	26/-45
[ 2  2  1  1  3 ]	43/12
[ -2  -2  -1  -1  -3 ]	43/-12
[ 2  2  1  1  2  1  0 ]	31/43
[ -2  -2  -1  -1  -2  -1  0 ]	31/-43
[ 2  2  1  1  1  2  0 ]	19/50
[ -2  -2  -1  -1  -1  -2  0 ]	19/-50
[ 2  2  1  1  1  1  1 ]	50/31
[ -2  -2  -1  -1  -1  -1  -1 ]	50/-31
[ 2  1  6 ]	20/3
[ -2  -1  -6 ]	20/-3
[ 2  1  5  1  0 ]	17/20
[ -2  -1  -5  -1  0 ]	17/-20
[ 2  1  4  2  0 ]	14/31
[ -2  -1  -4  -2  0 ]	14/-31
[ 2  1  4  1  1 ]	31/17
[ -2  -1  -4  -1  -1 ]	31/-17
[ 2  1  3  3  0 ]	11/36
[ -2  -1  -3  -3  0 ]	11/-36
[ 2  1  3  2  1 ]	36/25
[ -2  -1  -3  -2  -1 ]	36/-25
[ 2  1  3  1  2 ]	39/14
[ -2  -1  -3  -1  -2 ]	39/-14
[ 2  1  3  1  1  1  0 ]	25/39
[ -2  -1  -3  -1  -1  -1  0 ]	25/-39
[ 2  1  2  4  0 ]	8/35
[ -2  -1  -2  -4  0 ]	8/-35
[ 2  1  2  3  1 ]	35/27
[ -2  -1  -2  -3  -1 ]	35/-27
[ 2  1  2  2  2 ]	46/19
[ -2  -1  -2  -2  -2 ]	46/-19
[ 2  1  2  2  1  1  0 ]	27/46
[ -2  -1  -2  -2  -1  -1  0 ]	27/-46
[ 2  1  2  1  3 ]	41/11
[ -2  -1  -2  -1  -3 ]	41/-11
[ 2  1  2  1  2  1  0 ]	30/41
[ -2  -1  -2  -1  -2  -1  0 ]	30/-41
[ 2  1  2  1  1  2  0 ]	19/49
[ -2  -1  -2  -1  -1  -2  0 ]	19/-49
[ 2  1  2  1  1  1  1 ]	49/30
[ -2  -1  -2  -1  -1  -1  -1 ]	49/-30
[ 2  1  1  5  0 ]	5/28
[ -2  -1  -1  -5  0 ]	5/-28
[ 2  1  1  4  1 ]	28/23
[ -2  -1  -1  -4  -1 ]	28/-23
[ 2  1  1  3  2 ]	41/18
[ -2  -1  -1  -3  -2 ]	41/-18
[ 2  1  1  3  1  1  0 ]	23/41
[ -2  -1  -1  -3  -1  -1  0 ]	23/-41
[ 2  1  1  2  3 ]	44/13
[ -2  -1  -1  -2  -3 ]	44/-13
[ 2  1  1  2  2  1  0 ]	31/44
[ -2  -1  -1  -2  -2  -1  0 ]	31/-44
[ 2  1  1  2  1  2  0 ]	18/49
[ -2  -1  -1  -2  -1  -2  0 ]	18/-49
[ 2  1  1  2  1  1  1 ]	49/31
[ -2  -1  -1  -2  -1  -1  -1 ]	49/-31
[ 2  1  1  1  4 ]	37/8
[ -2  -1  -1  -1  -4 ]	37/-8
[ 2  1  1  1  3  1  0 ]	29/37
[ -2  -1  -1  -1  -3  -1  0 ]	29/-37
[ 2  1  1  1  2  2  0 ]	21/50
[ -2  -1  -1  -1  -2  -2  0 ]	21/-50
[ 2  1  1  1  2  1  1 ]	50/29
[ -2  -1  -1  -1  -2  -1  -1 ]	50/-29
[ 2  1  1  1  1  3  0 ]	13/47
[ -2  -1  -1  -1  -1  -3  0 ]	13/-47
[ 2  1  1  1  1  2  1 ]	47/34
[ -2  -1  -1  -1  -1  -2  -1 ]	47/-34
[ 2  1  1  1  1  1  2 ]	55/21
[ -2  -1  -1  -1  -1  -1  -2 ]	55/-21
[ 2  1  1  1  1  1  1  1  0 ]	34/55
[ -2  -1  -1  -1  -1  -1  -1  -1  0 ]	34/-55
[ 1  8  0 ]	1/9
[ -1  -8  0 ]	1/-9
[ 1  7  1 ]	9/8
[ -1  -7  -1 ]	9/-8
[ 1  6  2 ]	15/7
[ -1  -6  -2 ]	15/-7
[ 1  6  1  1  0 ]	8/15
[ -1  -6  -1  -1  0 ]	8/-15
[ 1  5  3 ]	19/6
[ -1  -5  -3 ]	19/-6
[ 1  5  2  1  0 ]	13/19
[ -1  -5  -2  -1  0 ]	13/-19
[ 1  5  1  2  0 ]	7/20
[ -1  -5  -1  -2  0 ]	7/-20
[ 1  5  1  1  1 ]	20/13
[ -1  -5  -1  -1  -1 ]	20/-13
[ 1  4  4 ]	21/5
[ -1  -4  -4 ]	21/-5
[ 1  4  3  1  0 ]	16/21
[ -1  -4  -3  -1  0 ]	16/-21
[ 1  4  2  2  0 ]	11/27
[ -1  -4  -2  -2  0 ]	11/-27
[ 1  4  2  1  1 ]	27/16
[ -1  -4  -2  -1  -1 ]	27/-16
[ 1  4  1  3  0 ]	6/23
[ -1  -4  -1  -3  0 ]	6/-23
[ 1  4  1  2  1 ]	23/17
[ -1  -4  -1  -2  -1 ]	23/-17
[ 1  4  1  1  2 ]	28/11
[ -1  -4  -1  -1  -2 ]	28/-11
[ 1  4  1  1  1  1  0 ]	17/28
[ -1  -4  -1  -1  -1  -1  0 ]	17/-28
[ 1  3  5 ]	21/4
[ -1  -3  -5 ]	21/-4
[ 1  3  4  1  0 ]	17/21
[ -1  -3  -4  -1  0 ]	17/-21
[ 1  3  3  2  0 ]	13/30
[ -1  -3  -3  -2  0 ]	13/-30
[ 1  3  3  1  1 ]	30/17
[ -1  -3  -3  -1  -1 ]	30/-17
[ 1  3  2  3  0 ]	9/31
[ -1  -3  -2  -3  0 ]	9/-31
[ 1  3  2  2  1 ]	31/22
[ -1  -3  -2  -2  -1 ]	31/-22
[ 1  3  2  1  2 ]	35/13
[ -1  -3  -2  -1  -2 ]	35/-13
[ 1  3  2  1  1  1  0 ]	22/35
[ -1  -3  -2  -1  -1  -1  0 ]	22/-35
[ 1  3  1  4  0 ]	5/24
[ -1  -3  -1  -4  0 ]	5/-24
[ 1  3  1  3  1 ]	24/19
[ -1  -3  -1  -3  -1 ]	24/-19
[ 1  3  1  2  2 ]	33/14
[ -1  -3  -1  -2  -2 ]	33/-14
[ 1  3  1  2  1  1  0 ]	19/33
[ -1  -3  -1  -2  -1  -1  0 ]	19/-33
[ 1  3  1  1  3 ]	32/9
[ -1  -3  -1  -1  -3 ]	32/-9
[ 1  3  1  1  2  1  0 ]	23/32
[ -1  -3  -1  -1  -2  -1  0 ]	23/-32
[ 1  3  1  1  1  2  0 ]	14/37
[ -1  -3  -1  -1  -1  -2  0 ]	14/-37
[ 1  3  1  1  1  1  1 ]	37/23
[ -1  -3  -1  -1  -1  -1  -1 ]	37/-23
[ 1  2  6 ]	19/3
[ -1  -2  -6 ]	19/-3
[ 1  2  5  1  0 ]	16/19
[ -1  -2  -5  -1  0 ]	16/-19
[ 1  2  4  2  0 ]	13/29
[ -1  -2  -4  -2  0 ]	13/-29
[ 1  2  4  1  1 ]	29/16
[ -1  -2  -4  -1  -1 ]	29/-16
[ 1  2  3  3  0 ]	10/33
[ -1  -2  -3  -3  0 ]	10/-33
[ 1  2  3  2  1 ]	33/23
[ -1  -2  -3  -2  -1 ]	33/-23
[ 1  2  3  1  2 ]	36/13
[ -1  -2  -3  -1  -2 ]	36/-13
[ 1  2  3  1  1  1  0 ]	23/36
[ -1  -2  -3  -1  -1  -1  0 ]	23/-36
[ 1  2  2  4  0 ]	7/31
[ -1  -2  -2  -4  0 ]	7/-31
[ 1  2  2  3  1 ]	31/24
[ -1  -2  -2  -3  -1 ]	31/-24
[ 1  2  2  2  2 ]	41/17
[ -1  -2  -2  -2  -2 ]	41/-17
[ 1  2  2  2  1  1  0 ]	24/41
[ -1  -2  -2  -2  -1  -1  0 ]	24/-41
[ 1  2  2  1  3 ]	37/10
[ -1  -2  -2  -1  -3 ]	37/-10
[ 1  2  2  1  2  1  0 ]	27/37
[ -1  -2  -2  -1  -2  -1  0 ]	27/-37
[ 1  2  2  1  1  2  0 ]	17/44
[ -1  -2  -2  -1  -1  -2  0 ]	17/-44
[ 1  2  2  1  1  1  1 ]	44/27
[ -1  -2  -2  -1  -1  -1  -1 ]	44/-27
[ 1  2  1  5  0 ]	4/23
[ -1  -2  -1  -5  0 ]	4/-23
[ 1  2  1  4  1 ]	23/19
[ -1  -2  -1  -4  -1 ]	23/-19
[ 1  2  1  3  2 ]	34/15
[ -1  -2  -1  -3  -2 ]	34/-15
[ 1  2  1  3  1  1  0 ]	19/34
[ -1  -2  -1  -3  -1  -1  0 ]	19/-34
[ 1  2  1  2  3 ]	37/11
[ -1  -2  -1  -2  -3 ]	37/-11
[ 1  2  1  2  2  1  0 ]	26/37
[ -1  -2  -1  -2  -2  -1  0 ]	26/-37
[ 1  2  1  2  1  2  0 ]	15/41
[ -1  -2  -1  -2  -1  -2  0 ]	15/-41
[ 1  2  1  2  1  1  1 ]	41/26
[ -1  -2  -1  -2  -1  -1  -1 ]	41/-26
[ 1  2  1  1  4 ]	32/7
[ -1  -2  -1  -1  -4 ]	32/-7
[ 1  2  1  1  3  1  0 ]	25/32
[ -1  -2  -1  -1  -3  -1  0 ]	25/-32
[ 1  2  1  1  2  2  0 ]	18/43
[ -1  -2  -1  -1  -2  -2  0 ]	18/-43
[ 1  2  1  1  2  1  1 ]	43/25
[ -1  -2  -1  -1  -2  -1  -1 ]	43/-25
[ 1  2  1  1  1  3  0 ]	11/40
[ -1  -2  -1  -1  -1  -3  0 ]	11/-40
[ 1  2  1  1  1  2  1 ]	40/29
[ -1  -2  -1  -1  -1  -2  -1 ]	40/-29
[ 1  2  1  1  1  1  2 ]	47/18
[ -1  -2  -1  -1  -1  -1  -2 ]	47/-18
[ 1  2  1  1  1  1  1  1  0 ]	29/47
[ -1  -2  -1  -1  -1  -1  -1  -1  0 ]	29/-47
[ 1  1  7 ]	15/2
[ -1  -1  -7 ]	15/-2
[ 1  1  6  1  0 ]	13/15
[ -1  -1  -6  -1  0 ]	13/-15
[ 1  1  5  2  0 ]	11/24
[ -1  -1  -5  -2  0 ]	11/-24
[ 1  1  5  1  1 ]	24/13
[ -1  -1  -5  -1  -1 ]	24/-13
[ 1  1  4  3  0 ]	9/29
[ -1  -1  -4  -3  0 ]	9/-29
[ 1  1  4  2  1 ]	29/20
[ -1  -1  -4  -2  -1 ]	29/-20
[ 1  1  4  1  2 ]	31/11
[ -1  -1  -4  -1  -2 ]	31/-11
[ 1  1  4  1  1  1  0 ]	20/31
[ -1  -1  -4  -1  -1  -1  0 ]	20/-31
[ 1  1  3  4  0 ]	7/30
[ -1  -1  -3  -4  0 ]	7/-30
[ 1  1  3  3  1 ]	30/23
[ -1  -1  -3  -3  -1 ]	30/-23
[ 1  1  3  2  2 ]	39/16
[ -1  -1  -3  -2  -2 ]	39/-16
[ 1  1  3  2  1  1  0 ]	23/39
[ -1  -1  -3  -2  -1  -1  0 ]	23/-39
[ 1  1  3  1  3 ]	34/9
[ -1  -1  -3  -1  -3 ]	34/-9
[ 1  1  3  1  2  1  0 ]	25/34
[ -1  -1  -3  -1  -2  -1  0 ]	25/-34
[ 1  1  3  1  1  2  0 ]	16/41
[ -1  -1  -3  -1  -1  -2  0 ]	16/-41
[ 1  1  3  1  1  1  1 ]	41/25
[ -1  -1  -3  -1  -1  -1  -1 ]	41/-25
[ 1  1  2  5  0 ]	5/27
[ -1  -1  -2  -5  0 ]	5/-27
[ 1  1  2  4  1 ]	27/22
[ -1  -1  -2  -4  -1 ]	27/-22
[ 1  1  2  3  2 ]	39/17
[ -1  -1  -2  -3  -2 ]	39/-17
[ 1  1  2  3  1  1  0 ]	22/39
[ -1  -1  -2  -3  -1  -1  0 ]	22/-39
[ 1  1  2  2  3 ]	41/12
[ -1  -1  -2  -2  -3 ]	41/-12
[ 1  1  2  2  2  1  0 ]	29/41
[ -1  -1  -2  -2  -2  -1  0 ]	29/-41
[ 1  1  2  2  1  2  0 ]	17/46
[ -1  -1  -2  -2  -1  -2  0 ]	17/-46
[ 1  1  2  2  1  1  1 ]	46/29
[ -1  -1  -2  -2  -1  -1  -1 ]	46/-29
[ 1  1  2  1  4 ]	33/7
[ -1  -1  -2  -1  -4 ]	33/-7
[ 1  1  2  1  3  1  0 ]	26/33
[ -1  -1  -2  -1  -3  -1  0 ]	26/-33
[ 1  1  2  1  2  2  0 ]	19/45
[ -1  -1  -2  -1  -2  -2  0 ]	19/-45
[ 1  1  2  1  2  1  1 ]	45/26
[ -1  -1  -2  -1  -2  -1  -1 ]	45/-26
[ 1  1  2  1  1  3  0 ]	12/43
[ -1  -1  -2  -1  -1  -3  0 ]	12/-43
[ 1  1  2  1  1  2  1 ]	43/31
[ -1  -1  -2  -1  -1  -2  -1 ]	43/-31
[ 1  1  2  1  1  1  2 ]	50/19
[ -1  -1  -2  -1  -1  -1  -2 ]	50/-19
[ 1  1  2  1  1  1  1  1  0 ]	31/50
[ -1  -1  -2  -1  -1  -1  -1  -1  0 ]	31/-50
[ 1  1  1  6  0 ]	3/20
[ -1  -1  -1  -6  0 ]	3/-20
[ 1  1  1  5  1 ]	20/17
[ -1  -1  -1  -5  -1 ]	20/-17
[ 1  1  1  4  2 ]	31/14
[ -1  -1  -1  -4  -2 ]	31/-14
[ 1  1  1  4  1  1  0 ]	17/31
[ -1  -1  -1  -4  -1  -1  0 ]	17/-31
[ 1  1  1  3  3 ]	36/11
[ -1  -1  -1  -3  -3 ]	36/-11
[ 1  1  1  3  2  1  0 ]	25/36
[ -1  -1  -1  -3  -2  -1  0 ]	25/-36
[ 1  1  1  3  1  2  0 ]	14/39
[ -1  -1  -1  -3  -1  -2  0 ]	14/-39
[ 1  1  1  3  1  1  1 ]	39/25
[ -1  -1  -1  -3  -1  -1  -1 ]	39/-25
[ 1  1  1  2  4 ]	35/8
[ -1  -1  -1  -2  -4 ]	35/-8
[ 1  1  1  2  3  1  0 ]	27/35
[ -1  -1  -1  -2  -3  -1  0 ]	27/-35
[ 1  1  1  2  2  2  0 ]	19/46
[ -1  -1  -1  -2  -2  -2  0 ]	19/-46
[ 1  1  1  2  2  1  1 ]	46/27
[ -1  -1  -1  -2  -2  -1  -1 ]	46/-27
[ 1  1  1  2  1  3  0 ]	11/41
[ -1  -1  -1  -2  -1  -3  0 ]	11/-41
[ 1  1  1  2  1  2  1 ]	41/30
[ -1  -1  -1  -2  -1  -2  -1 ]	41/-30
[ 1  1  1  2  1  1  2 ]	49/19
[ -1  -1  -1  -2  -1  -1  -2 ]	49/-19
[ 1  1  1  2  1  1  1  1  0 ]	30/49
[ -1  -1  -1  -2  -1  -1  -1  -1  0 ]	30/-49
[ 1  1  1  1  5 ]	28/5
[ -1  -1  -1  -1  -5 ]	28/-5
[ 1  1  1  1  4  1  0 ]	23/28
[ -1  -1  -1  -1  -4  -1  0 ]	23/-28
[ 1  1  1  1  3  2  0 ]	18/41
[ -1  -1  -1  -1  -3  -2  0 ]	18/-41
[ 1  1  1  1  3  1  1 ]	41/23
[ -1  -1  -1  -1  -3  -1  -1 ]	41/-23
[ 1  1  1  1  2  3  0 ]	13/44
[ -1  -1  -1  -1  -2  -3  0 ]	13/-44
[ 1  1  1  1  2  2  1 ]	44/31
[ -1  -1  -1  -1  -2  -2  -1 ]	44/-31
[ 1  1  1  1  2  1  2 ]	49/18
[ -1  -1  -1  -1  -2  -1  -2 ]	49/-18
[ 1  1  1  1  2  1  1  1  0 ]	31/49
[ -1  -1  -1  -1  -2  -1  -1  -1  0 ]	31/-49
[ 1  1  1  1  1  4  0 ]	8/37
[ -1  -1  -1  -1  -1  -4  0 ]	8/-37
[ 1  1  1  1  1  3  1 ]	37/29
[ -1  -1  -1  -1  -1  -3  -1 ]	37/-29
[ 1  1  1  1  1  2  2 ]	50/21
[ -1  -1  -1  -1  -1  -2  -2 ]	50/-21
[ 1  1  1  1  1  2  1  1  0 ]	29/50
[ -1  -1  -1  -1  -1  -2  -1  -1  0 ]	29/-50
[ 1  1  1  1  1  1  3 ]	47/13
[ -1  -1  -1  -1  -1  -1  -3 ]	47/-13
[ 1  1  1  1  1  1  2  1  0 ]	34/47
[ -1  -1  -1  -1  -1  -1  -2  -1  0 ]	34/-47
[ 1  1  1  1  1  1  1  2  0 ]	21/55
[ -1  -1  -1  -1  -1  -1  -1  -2  0 ]	21/-55
[ 1  1  1  1  1  1  1  1  1 ]	55/34
[ -1  -1  -1  -1  -1  -1  -1  -1  -1 ]	55/-34
[ 10  1  1  1  1  1  1  1  1  3 ]	1306/361
[ -10  -1  -1  -1  -1  -1  -1  -1  -1  3 ]	860/361
[ 9 ]	9/1
[ -9 ]	9/-1
[ 8 ]	8/1
[ -8 ]	8/-1
[ 8 ]	8/1
[ -8 ]	8/-1
[ 7 ]	7/1
[ -7 ]	7/-1
[ 7 ]	7/1
[ -7 ]	7/-1
[ 7 ]	7/1
[ -7 ]	7/-1
[ 7 ]	7/1
[ -7 ]	7/-1
[ 6 ]	6/1
[ -6 ]	6/-1
[ 6  3  1 ]	25/19
[ -6  -3  -1 ]	25/-19
[ 6  2  2 ]	32/13
[ -6  -2  -2 ]	32/-13
[]	32/-13
[]	32/-13
[]	32/-13
[]	32/-13
[]	32/-13
[]	32/-13
[]	32/-13
[]	32/-13
[]	32/-13
[]	32/-13
[]	32/-13
[]	32/-13
[]	32/-13
[]	32/-13
[]	32/-13
[]	32/-13
[]	32/-13
[]	32/-13
[ 5  2  3 ]	38/11
[ -5  -2  -3 ]	38/-11
[ 5  2  2  1  0 ]	27/38
[ -5  -2  -2  -1  0 ]	27/-38
[ 5  2  1  2  0 ]	16/43
[ -5  -2  -1  -2  0 ]	16/-43
[ 5  2  1  1  1 ]	43/27
[ -5  -2  -1  -1  -1 ]	43/-27
[ 5  1  4 ]	29/6
[ -5  -1  -4 ]	29/-6
[ 5  1  3  1  0 ]	23/29
[ -5  -1  -3  -1  0 ]	23/-29
[ 5  1  2  2  0 ]	17/40
[ -5  -1  -2  -2  0 ]	17/-40
[ 5  1  2  1  1 ]	40/23
[ -5  -1  -2  -1  -1 ]	40/-23
[ 5  1  1  3  0 ]	11/39
[ -5  -1  -1  -3  0 ]	11/-39
[ 5  1  1  2  1 ]	39/28
[ -5  -1  -1  -2  -1 ]	39/-28
[ 5  1  1  1  2 ]	45/17
[ -5  -1  -1  -1  -2 ]	45/-17
[ 5  1  1  1  1  1  0 ]	28/45
[ -5  -1  -1  -1  -1  -1  0 ]	28/-45
[ 4  6  0 ]	4/25
[ -4  -6  0 ]	4/-25
[ 4  5  1 ]	25/21
[ -4  -5  -1 ]	25/-21
[ 4  4  2 ]	38/17
[ -4  -4  -2 ]	38/-17
[ 4  4  1  1  0 ]	21/38
[ -4  -4  -1  -1  0 ]	21/-38
[ 4  3  3 ]	43/13
[ -4  -3  -3 ]	43/-13
[ 4  3  2  1  0 ]	30/43
[ -4  -3  -2  -1  0 ]	30/-43
[ 4  3  1  2  0 ]	17/47
[ -4  -3  -1  -2  0 ]	17/-47
[ 4  3  1  1  1 ]	47/30
[ -4  -3  -1  -1  -1 ]	47/-30
[ 4  2  4 ]	40/9
[ -4  -2  -4 ]	40/-9
[ 4  2  3  1  0 ]	31/40
[ -4  -2  -3  -1  0 ]	31/-40
[ 4  2  2  2  0 ]	22/53
[ -4  -2  -2  -2  0 ]	22/-53
[ 4  2  2  1  1 ]	53/31
[ -4  -2  -2  -1  -1 ]	53/-31
[ 4  2  1  3  0 ]	13/48
[ -4  -2  -1  -3  0 ]	13/-48
[ 4  2  1  2  1 ]	48/35
[ -4  -2  -1  -2  -1 ]	48/-35
[ 4  2  1  1  2 ]	57/22
[ -4  -2  -1  -1  -2 ]	57/-22
[ 4  2  1  1  1  1  0 ]	35/57
[ -4  -2  -1  -1  -1  -1  0 ]	35/-57
[ 4  1  5 ]	29/5
[ -4  -1  -5 ]	29/-5
[ 4  1  4  1  0 ]	24/29
[ -4  -1  -4  -1  0 ]	24/-29
[ 4  1  3  2  0 ]	19/43
[ -4  -1  -3  -2  0 ]	19/-43
